customer_id,customer_name,gender,age,city,state,country,signup_date,customer_segment,income_group
365,Customer_365,F,24,Toronto,ON,Canada,2023-04-20,Regular,Medium
366,Customer_366,F,43,Sydney,NSW,Australia,2022-10-04,Premium,Medium
367,Customer_367,M,42,Vancouver,BC,Canada,2024-02-11,Premium,Low
368,Customer_368,F,46,Munich,Bavaria,Germany,2024-03-09,Regular,Low
369,Customer_369,M,41,Manchester,England,UK,2022-11-27,Regular,Low
370,Customer_370,M,38,Manchester,England,UK,2024-01-07,Regular,Low
371,Customer_371,F,69,Sydney,NSW,Australia,2022-02-12,Corporate,High
372,Customer_372,F,38,Munich,Bavaria,Germany,2022-11-19,Premium,High
373,Customer_373,M,24,Manchester,England,UK,2022-08-18,Premium,High
374,Customer_374,M,29,Toronto,ON,Canada,2023-04-27,Corporate,Medium
375,Customer_375,M,28,Munich,Bavaria,Germany,2022-04-23,Regular,High
376,Customer_376,F,67,Vancouver,BC,Canada,2022-03-26,Regular,High
377,Customer_377,F,53,Munich,Bavaria,Germany,2022-09-10,Corporate,Low
378,Customer_378,M,64,New York,NY,USA,2023-02-26,Corporate,Medium
379,Customer_379,M,35,Munich,Bavaria,Germany,2022-08-07,Regular,High
380,Customer_380,M,62,New York,NY,USA,2023-12-08,Regular,Low
381,Customer_381,F,45,Toronto,ON,Canada,2022-08-12,Premium,Low
382,Customer_382,F,55,Sydney,NSW,Australia,2023-08-28,Regular,Low
383,Customer_383,F,59,Munich,Bavaria,Germany,2022-07-13,Premium,High
384,Customer_384,F,34,Vancouver,BC,Canada,2023-09-24,Premium,Medium
385,Customer_385,M,39,Manchester,England,UK,2023-05-15,Regular,High
386,Customer_386,M,61,Munich,Bavaria,Germany,2022-05-29,Corporate,High
387,Customer_387,M,28,Toronto,ON,Canada,2023-03-31,Corporate,High
388,Customer_388,M,62,London,England,UK,2024-01-28,Premium,High
389,Customer_389,F,43,San Diego,CA,USA,2022-04-11,Corporate,Medium
390,Customer_390,F,26,Manchester,England,UK,2023-03-04,Premium,High
391,Customer_391,F,60,Dallas,TX,USA,2024-06-06,Premium,Low
392,Customer_392,M,45,Sydney,NSW,Australia,2024-05-06,Regular,Low
393,Customer_393,M,37,Toronto,ON,Canada,2024-02-12,Corporate,Low
394,Customer_394,F,66,Toronto,ON,Canada,2022-02-03,Corporate,Low
395,Customer_395,M,44,London,England,UK,2023-03-26,Premium,High
396,Customer_396,M,64,Munich,Bavaria,Germany,2022-05-05,Corporate,High
397,Customer_397,F,39,Manchester,England,UK,2022-05-15,Corporate,Low
398,Customer_398,F,45,Austin,TX,USA,2022-05-27,Premium,Low
399,Customer_399,M,65,New York,NY,USA,2022-03-18,Premium,High
400,Customer_400,M,53,New York,NY,USA,2022-08-10,Premium,High
401,Customer_401,F,25,Sydney,NSW,Australia,2022-09-21,Regular,High
402,Customer_402,F,57,New York,NY,USA,2022-08-28,Corporate,High
403,Customer_403,M,40,Manchester,England,UK,2022-07-16,Corporate,Low
404,Customer_404,F,18,Sydney,NSW,Australia,2023-02-26,Regular,High
405,Customer_405,F,67,New York,NY,USA,2022-09-27,Regular,Low
406,Customer_406,F,70,Munich,Bavaria,Germany,2023-04-19,Regular,Low
407,Customer_407,M,33,London,England,UK,2024-01-25,Corporate,Low
408,Customer_408,M,68,New York,NY,USA,2022-05-17,Regular,Low
409,Customer_409,M,48,Manchester,England,UK,2023-06-23,Corporate,Low
410,Customer_410,F,21,Munich,Bavaria,Germany,2024-05-21,Regular,Medium
411,Customer_411,F,70,New York,NY,USA,2022-11-18,Regular,Medium
412,Customer_412,M,30,Munich,Bavaria,Germany,2022-03-06,Corporate,Low
413,Customer_413,M,30,Munich,Bavaria,Germany,2022-02-03,Premium,Medium
414,Customer_414,F,66,London,England,UK,2024-02-02,Regular,Medium
415,Customer_415,M,69,Los Angeles,CA,USA,2023-05-21,Corporate,Medium
416,Customer_416,F,40,London,England,UK,2022-04-15,Corporate,High
417,Customer_417,M,54,Los Angeles,CA,USA,2022-02-06,Regular,Low
418,Customer_418,M,52,Toronto,ON,Canada,2022-11-29,Corporate,Medium
419,Customer_419,F,21,Munich,Bavaria,Germany,2024-01-26,Premium,Low
420,Customer_420,F,58,Toronto,ON,Canada,2023-03-07,Regular,High
421,Customer_421,F,19,Munich,Bavaria,Germany,2023-06-12,Corporate,High
422,Customer_422,F,20,Munich,Bavaria,Germany,2022-09-30,Regular,Low
423,Customer_423,F,65,Sydney,NSW,Australia,2022-06-26,Premium,High
424,Customer_424,F,59,Vancouver,BC,Canada,2023-02-15,Regular,Medium
425,Customer_425,F,64,Toronto,ON,Canada,2022-02-17,Premium,High
426,Customer_426,F,31,Sydney,NSW,Australia,2024-04-11,Corporate,High
427,Customer_427,F,53,Vancouver,BC,Canada,2022-03-17,Regular,Medium
428,Customer_428,F,69,Dallas,TX,USA,2022-04-01,Regular,Low
429,Customer_429,F,29,London,England,UK,2023-07-07,Corporate,Medium
430,Customer_430,F,25,Toronto,ON,Canada,2022-08-11,Corporate,High
431,Customer_431,M,61,New York,NY,USA,2022-04-21,Regular,High
432,Customer_432,M,28,Sydney,NSW,Australia,2022-11-14,Regular,Low
433,Customer_433,M,38,Munich,Bavaria,Germany,2022-08-22,Premium,Medium
434,Customer_434,M,44,Toronto,ON,Canada,2022-12-22,Corporate,High
435,Customer_435,F,57,Vancouver,BC,Canada,2022-06-11,Corporate,High
436,Customer_436,M,27,Manchester,England,UK,2022-11-28,Premium,Low
437,Customer_437,M,68,Vancouver,BC,Canada,2024-02-17,Regular,High
438,Customer_438,F,64,Munich,Bavaria,Germany,2022-09-19,Corporate,Low
439,Customer_439,F,52,Vancouver,BC,Canada,2023-01-27,Regular,Low
440,Customer_440,M,19,Toronto,ON,Canada,2023-05-02,Regular,Medium
441,Customer_441,F,24,Toronto,ON,Canada,2023-04-06,Regular,High
442,Customer_442,M,35,London,England,UK,2024-01-06,Corporate,Low
443,Customer_443,F,45,Sydney,NSW,Australia,2022-01-10,Regular,High
444,Customer_444,F,28,Manchester,England,UK,2023-09-12,Premium,High
445,Customer_445,M,56,Manchester,England,UK,2023-11-22,Premium,High
446,Customer_446,M,60,Sydney,NSW,Australia,2022-08-27,Regular,Low
447,Customer_447,F,23,Sydney,NSW,Australia,2023-01-26,Premium,Low
448,Customer_448,F,56,Sydney,NSW,Australia,2022-04-12,Premium,Medium
449,Customer_449,F,45,Sydney,NSW,Australia,2022-09-15,Corporate,High
450,Customer_450,F,67,Munich,Bavaria,Germany,2023-06-24,Regular,High
451,Customer_451,F,63,Munich,Bavaria,Germany,2022-11-09,Corporate,High
452,Customer_452,M,26,London,England,UK,2022-08-02,Regular,Low
453,Customer_453,F,28,Los Angeles,CA,USA,2022-01-26,Corporate,Medium
454,Customer_454,F,31,Dallas,TX,USA,2022-09-14,Premium,Medium
455,Customer_455,M,43,Toronto,ON,Canada,2023-01-24,Corporate,Low
456,Customer_456,F,64,Dallas,TX,USA,2022-04-25,Corporate,High
457,Customer_457,F,68,Munich,Bavaria,Germany,2023-04-19,Corporate,Low
458,Customer_458,M,57,Manchester,England,UK,2022-07-04,Premium,High
459,Customer_459,F,46,New York,NY,USA,2023-11-08,Premium,High
460,Customer_460,F,23,Manchester,England,UK,2022-06-20,Premium,High
461,Customer_461,F,22,Toronto,ON,Canada,2022-01-25,Corporate,Medium
462,Customer_462,F,24,Sydney,NSW,Australia,2023-09-24,Premium,Medium
463,Customer_463,M,45,New York,NY,USA,2022-06-15,Corporate,Medium
464,Customer_464,M,61,Sydney,NSW,Australia,2023-10-17,Premium,Medium
465,Customer_465,M,56,Austin,TX,USA,2022-07-23,Premium,High
466,Customer_466,M,21,Sydney,NSW,Australia,2022-12-30,Regular,Low
467,Customer_467,F,41,Munich,Bavaria,Germany,2023-09-28,Regular,High
468,Customer_468,F,20,Manchester,England,UK,2022-06-18,Premium,High
469,Customer_469,F,70,Austin,TX,USA,2023-06-02,Regular,High
470,Customer_470,M,62,London,England,UK,2023-01-29,Corporate,Low
471,Customer_471,F,21,Sydney,NSW,Australia,2022-11-09,Premium,Low
472,Customer_472,F,59,Toronto,ON,Canada,2024-03-08,Corporate,High
473,Customer_473,M,33,Munich,Bavaria,Germany,2022-03-22,Corporate,Medium
474,Customer_474,M,48,Munich,Bavaria,Germany,2022-04-05,Regular,Low
475,Customer_475,M,58,Austin,TX,USA,2022-12-17,Regular,High
476,Customer_476,F,58,Munich,Bavaria,Germany,2023-06-18,Regular,Low
477,Customer_477,M,46,Vancouver,BC,Canada,2023-01-23,Regular,Medium
478,Customer_478,F,41,Manchester,England,UK,2023-10-11,Premium,High
479,Customer_479,F,25,Sydney,NSW,Australia,2023-08-22,Regular,High
480,Customer_480,M,63,Sydney,NSW,Australia,2022-01-23,Corporate,Medium
481,Customer_481,F,38,Munich,Bavaria,Germany,2022-09-20,Premium,High
482,Customer_482,F,43,Toronto,ON,Canada,2022-08-23,Regular,Low
483,Customer_483,M,25,Austin,TX,USA,2024-06-05,Corporate,Low
484,Customer_484,M,47,Munich,Bavaria,Germany,2023-02-16,Corporate,High
485,Customer_485,F,49,London,England,UK,2024-01-16,Corporate,Low
486,Customer_486,M,25,Sydney,NSW,Australia,2022-01-22,Corporate,High
487,Customer_487,F,63,San Diego,CA,USA,2023-03-03,Regular,High
488,Customer_488,M,57,London,England,UK,2023-05-15,Regular,Low
489,Customer_489,M,36,Munich,Bavaria,Germany,2024-04-25,Regular,Medium
490,Customer_490,M,25,New York,NY,USA,2022-04-06,Corporate,Medium
491,Customer_491,F,59,Vancouver,BC,Canada,2023-10-12,Corporate,Low
492,Customer_492,M,66,Manchester,England,UK,2023-08-23,Regular,Medium
493,Customer_493,F,32,Sydney,NSW,Australia,2023-06-24,Premium,Medium
494,Customer_494,M,28,Munich,Bavaria,Germany,2023-09-19,Regular,Low
495,Customer_495,F,22,Sydney,NSW,Australia,2022-09-07,Corporate,Low
496,Customer_496,M,45,Sydney,NSW,Australia,2022-09-28,Corporate,Low
497,Customer_497,M,61,Munich,Bavaria,Germany,2024-06-10,Regular,Low
498,Customer_498,F,62,Munich,Bavaria,Germany,2022-01-01,Regular,Medium
499,Customer_499,M,61,London,England,UK,2023-01-30,Regular,High
500,Customer_500,F,45,Austin,TX,USA,2024-02-28,Premium,High
501,Customer_501,M,67,Toronto,ON,Canada,2022-10-24,Regular,Low
502,Customer_502,M,31,Vancouver,BC,Canada,2023-12-29,Corporate,High
503,Customer_503,F,29,New York,NY,USA,2022-07-08,Corporate,High
504,Customer_504,M,20,Sydney,NSW,Australia,2022-10-27,Premium,Low
505,Customer_505,F,34,New York,NY,USA,2022-09-24,Regular,Low
506,Customer_506,F,68,Austin,TX,USA,2022-11-02,Regular,Medium
507,Customer_507,F,35,New York,NY,USA,2023-09-11,Regular,Medium
508,Customer_508,F,27,Sydney,NSW,Australia,2023-11-14,Premium,Medium
509,Customer_509,M,32,Manchester,England,UK,2022-11-11,Corporate,Medium
510,Customer_510,M,66,Vancouver,BC,Canada,2023-12-04,Corporate,Medium
511,Customer_511,F,52,Sydney,NSW,Australia,2023-02-20,Regular,Medium
512,Customer_512,M,32,Munich,Bavaria,Germany,2022-08-18,Premium,Low
513,Customer_513,M,51,Munich,Bavaria,Germany,2022-08-01,Premium,Medium
514,Customer_514,M,53,Vancouver,BC,Canada,2023-06-10,Regular,High
515,Customer_515,F,28,Toronto,ON,Canada,2022-09-03,Premium,High
516,Customer_516,F,24,Munich,Bavaria,Germany,2023-12-05,Regular,High
517,Customer_517,M,20,Munich,Bavaria,Germany,2024-03-03,Corporate,High
518,Customer_518,M,21,Sydney,NSW,Australia,2023-03-31,Regular,Medium
519,Customer_519,F,59,Vancouver,BC,Canada,2022-10-03,Regular,High
520,Customer_520,F,65,London,England,UK,2024-03-17,Premium,Medium
521,Customer_521,F,28,Munich,Bavaria,Germany,2023-03-19,Premium,Medium
522,Customer_522,F,26,Vancouver,BC,Canada,2022-03-25,Corporate,Medium
523,Customer_523,M,69,Toronto,ON,Canada,2024-02-12,Regular,Medium
524,Customer_524,F,29,Sydney,NSW,Australia,2023-05-09,Regular,Low
525,Customer_525,F,62,Dallas,TX,USA,2022-06-22,Regular,Low
526,Customer_526,F,47,London,England,UK,2023-07-15,Corporate,Medium
527,Customer_527,M,21,Munich,Bavaria,Germany,2023-07-24,Premium,Medium
528,Customer_528,M,37,Austin,TX,USA,2023-10-04,Regular,Low
529,Customer_529,M,45,London,England,UK,2024-03-30,Regular,Low
530,Customer_530,M,58,Toronto,ON,Canada,2023-02-06,Corporate,Low
531,Customer_531,M,53,Munich,Bavaria,Germany,2023-01-10,Premium,Medium
532,Customer_532,M,43,London,England,UK,2022-07-14,Regular,Medium
533,Customer_533,M,22,Munich,Bavaria,Germany,2023-11-28,Premium,High
534,Customer_534,M,37,Los Angeles,CA,USA,2023-05-13,Premium,High
535,Customer_535,F,52,Sydney,NSW,Australia,2022-12-23,Premium,Medium
536,Customer_536,F,50,Toronto,ON,Canada,2024-01-13,Premium,Low
537,Customer_537,F,38,Sydney,NSW,Australia,2023-11-19,Premium,Low
538,Customer_538,F,65,Los Angeles,CA,USA,2023-06-17,Regular,Medium
539,Customer_539,F,24,Sydney,NSW,Australia,2023-05-26,Corporate,Low
540,Customer_540,M,41,Austin,TX,USA,2022-11-11,Regular,Medium
541,Customer_541,M,63,Sydney,NSW,Australia,2022-07-28,Regular,High
542,Customer_542,M,61,London,England,UK,2022-08-04,Corporate,Medium
543,Customer_543,F,68,Sydney,NSW,Australia,2024-04-10,Premium,High
544,Customer_544,F,55,Vancouver,BC,Canada,2022-10-30,Premium,High
545,Customer_545,M,30,Munich,Bavaria,Germany,2022-10-01,Regular,Low
546,Customer_546,M,19,Munich,Bavaria,Germany,2022-12-14,Corporate,Medium
547,Customer_547,M,33,Los Angeles,CA,USA,2023-09-01,Premium,High
548,Customer_548,M,27,Austin,TX,USA,2023-04-14,Corporate,High
549,Customer_549,M,40,Dallas,TX,USA,2024-05-17,Regular,Medium
550,Customer_550,F,52,Munich,Bavaria,Germany,2024-05-16,Regular,High
551,Customer_551,M,28,Vancouver,BC,Canada,2023-01-27,Regular,Medium
552,Customer_552,M,51,Toronto,ON,Canada,2022-01-06,Corporate,High
553,Customer_553,F,45,Munich,Bavaria,Germany,2023-09-06,Regular,Low
554,Customer_554,M,18,Toronto,ON,Canada,2024-03-02,Corporate,Low
555,Customer_555,F,52,Los Angeles,CA,USA,2022-01-20,Premium,Low
556,Customer_556,M,30,Toronto,ON,Canada,2022-06-16,Premium,Medium
557,Customer_557,F,55,Los Angeles,CA,USA,2023-07-13,Corporate,High
558,Customer_558,F,59,Los Angeles,CA,USA,2023-11-01,Regular,Medium
559,Customer_559,M,64,Vancouver,BC,Canada,2023-03-05,Corporate,Low
560,Customer_560,M,70,London,England,UK,2022-06-29,Corporate,High
561,Customer_561,M,65,London,England,UK,2022-01-19,Regular,Medium
562,Customer_562,M,59,Toronto,ON,Canada,2022-07-27,Regular,Medium
563,Customer_563,M,22,Sydney,NSW,Australia,2023-08-26,Regular,High
564,Customer_564,F,57,Sydney,NSW,Australia,2023-07-29,Corporate,Low
565,Customer_565,F,20,Munich,Bavaria,Germany,2023-09-26,Premium,High
566,Customer_566,F,70,London,England,UK,2022-01-12,Premium,Medium
567,Customer_567,F,40,New York,NY,USA,2022-12-03,Premium,High
568,Customer_568,M,57,New York,NY,USA,2022-12-19,Regular,Low
569,Customer_569,M,58,San Diego,CA,USA,2024-01-16,Regular,High
570,Customer_570,F,65,Sydney,NSW,Australia,2023-03-21,Premium,High
571,Customer_571,F,68,Munich,Bavaria,Germany,2023-07-14,Corporate,Low
572,Customer_572,M,35,Vancouver,BC,Canada,2022-07-24,Premium,Low
573,Customer_573,F,57,Munich,Bavaria,Germany,2022-08-26,Premium,Medium
574,Customer_574,M,32,Munich,Bavaria,Germany,2024-05-28,Regular,Medium
575,Customer_575,M,69,Munich,Bavaria,Germany,2022-10-11,Premium,Medium
576,Customer_576,F,31,Manchester,England,UK,2023-02-25,Corporate,Medium
577,Customer_577,F,66,Munich,Bavaria,Germany,2022-06-15,Premium,Medium
578,Customer_578,F,22,Sydney,NSW,Australia,2023-07-15,Premium,Medium
579,Customer_579,M,36,Manchester,England,UK,2023-07-29,Premium,Medium
580,Customer_580,M,60,Toronto,ON,Canada,2024-03-15,Regular,High
581,Customer_581,F,40,Munich,Bavaria,Germany,2024-01-22,Premium,Medium
582,Customer_582,M,38,Austin,TX,USA,2022-10-30,Regular,High
583,Customer_583,M,70,Vancouver,BC,Canada,2022-03-23,Corporate,High
584,Customer_584,M,43,Toronto,ON,Canada,2022-01-11,Regular,Medium
585,Customer_585,M,39,Toronto,ON,Canada,2023-09-11,Premium,High
586,Customer_586,M,45,Dallas,TX,USA,2024-01-18,Regular,Medium
587,Customer_587,M,57,Sydney,NSW,Australia,2023-09-23,Premium,High
588,Customer_588,F,27,Sydney,NSW,Australia,2022-02-03,Corporate,Medium
589,Customer_589,F,41,New York,NY,USA,2023-09-30,Corporate,High
590,Customer_590,M,52,Toronto,ON,Canada,2024-02-07,Premium,Medium
591,Customer_591,M,34,Manchester,England,UK,2022-09-22,Regular,Low
592,Customer_592,F,32,Sydney,NSW,Australia,2023-04-07,Premium,High
593,Customer_593,F,47,Dallas,TX,USA,2023-01-14,Premium,High
594,Customer_594,M,70,Vancouver,BC,Canada,2023-04-09,Corporate,Medium
595,Customer_595,F,56,Sydney,NSW,Australia,2022-10-19,Regular,Medium
596,Customer_596,M,44,Munich,Bavaria,Germany,2022-03-10,Premium,Medium
597,Customer_597,F,20,New York,NY,USA,2022-10-08,Premium,Low
598,Customer_598,M,55,Los Angeles,CA,USA,2023-03-29,Premium,Medium
599,Customer_599,F,52,Toronto,ON,Canada,2023-12-12,Regular,High
600,Customer_600,M,22,Sydney,NSW,Australia,2022-10-04,Regular,Medium
601,Customer_601,M,28,London,England,UK,2022-12-08,Premium,Low
602,Customer_602,F,23,Sydney,NSW,Australia,2023-04-30,Regular,High
603,Customer_603,M,52,Dallas,TX,USA,2023-07-20,Premium,High
604,Customer_604,M,67,London,England,UK,2022-06-06,Corporate,Low
605,Customer_605,F,29,Sydney,NSW,Australia,2022-10-07,Regular,Medium
606,Customer_606,M,44,London,England,UK,2022-07-29,Premium,Low
607,Customer_607,F,65,Toronto,ON,Canada,2023-07-09,Corporate,Low
608,Customer_608,M,43,Munich,Bavaria,Germany,2023-05-24,Corporate,High
609,Customer_609,M,51,Manchester,England,UK,2023-11-18,Corporate,Medium
610,Customer_610,F,18,Vancouver,BC,Canada,2023-09-11,Regular,Low
611,Customer_611,M,52,Munich,Bavaria,Germany,2022-04-13,Corporate,Medium
612,Customer_612,F,62,Austin,TX,USA,2023-07-06,Corporate,Low
613,Customer_613,F,36,Munich,Bavaria,Germany,2022-05-09,Corporate,Low
614,Customer_614,M,38,Sydney,NSW,Australia,2022-04-06,Regular,Low
615,Customer_615,M,67,Los Angeles,CA,USA,2024-02-21,Corporate,Medium
616,Customer_616,F,38,Munich,Bavaria,Germany,2023-03-29,Regular,High
617,Customer_617,M,28,Munich,Bavaria,Germany,2023-03-12,Premium,High
618,Customer_618,M,37,New York,NY,USA,2024-02-04,Regular,High
619,Customer_619,M,20,Sydney,NSW,Australia,2022-02-25,Premium,High
620,Customer_620,F,46,Munich,Bavaria,Germany,2022-03-09,Regular,High
621,Customer_621,M,26,Toronto,ON,Canada,2023-06-23,Corporate,Medium
622,Customer_622,M,43,New York,NY,USA,2023-01-05,Regular,Medium
623,Customer_623,F,18,Sydney,NSW,Australia,2022-03-24,Premium,Low
624,Customer_624,F,28,Sydney,NSW,Australia,2024-02-26,Regular,Low
625,Customer_625,F,44,Munich,Bavaria,Germany,2024-05-29,Corporate,Medium
626,Customer_626,M,70,Toronto,ON,Canada,2023-08-15,Regular,Medium
627,Customer_627,M,57,New York,NY,USA,2024-02-07,Regular,High
628,Customer_628,F,19,Vancouver,BC,Canada,2024-05-12,Premium,High
629,Customer_629,F,59,London,England,UK,2022-05-29,Corporate,High
630,Customer_630,M,57,Sydney,NSW,Australia,2023-09-11,Premium,Low
631,Customer_631,M,66,New York,NY,USA,2023-03-21,Premium,Medium
632,Customer_632,F,43,Austin,TX,USA,2022-12-22,Premium,Medium
633,Customer_633,F,43,Toronto,ON,Canada,2023-10-02,Premium,Low
634,Customer_634,M,44,Dallas,TX,USA,2024-06-14,Regular,High
635,Customer_635,F,33,Vancouver,BC,Canada,2024-01-31,Regular,Medium
636,Customer_636,F,51,Toronto,ON,Canada,2022-02-12,Premium,Medium
637,Customer_637,F,51,Dallas,TX,USA,2023-01-26,Premium,Medium
638,Customer_638,M,28,Vancouver,BC,Canada,2022-04-03,Corporate,Medium
639,Customer_639,F,27,Toronto,ON,Canada,2024-05-05,Corporate,Medium
640,Customer_640,F,44,Sydney,NSW,Australia,2023-01-28,Regular,Medium
641,Customer_641,F,66,Toronto,ON,Canada,2023-07-14,Corporate,High
642,Customer_642,F,35,New York,NY,USA,2023-12-08,Corporate,High
643,Customer_643,M,41,London,England,UK,2024-03-29,Regular,Low
644,Customer_644,F,40,New York,NY,USA,2022-05-27,Regular,High
645,Customer_645,F,30,Munich,Bavaria,Germany,2022-11-18,Premium,High
646,Customer_646,F,45,Munich,Bavaria,Germany,2024-05-10,Corporate,High
647,Customer_647,M,40,Toronto,ON,Canada,2022-02-10,Regular,Medium
648,Customer_648,F,27,Manchester,England,UK,2022-04-01,Regular,Medium
649,Customer_649,F,60,New York,NY,USA,2023-10-31,Premium,Low
650,Customer_650,F,59,Manchester,England,UK,2022-12-03,Regular,Medium
651,Customer_651,M,63,Munich,Bavaria,Germany,2022-08-21,Premium,Medium
652,Customer_652,F,42,London,England,UK,2022-10-02,Premium,Low
653,Customer_653,F,36,London,England,UK,2023-06-22,Corporate,Medium
654,Customer_654,F,57,Manchester,England,UK,2023-05-18,Premium,Medium
655,Customer_655,F,47,New York,NY,USA,2023-11-09,Corporate,Medium
656,Customer_656,M,56,Vancouver,BC,Canada,2023-09-04,Corporate,Low
657,Customer_657,M,36,Munich,Bavaria,Germany,2023-01-09,Regular,High
658,Customer_658,M,20,Vancouver,BC,Canada,2024-03-26,Regular,Low
659,Customer_659,M,55,Sydney,NSW,Australia,2024-05-08,Regular,Medium
660,Customer_660,F,24,Sydney,NSW,Australia,2024-04-13,Corporate,Low
661,Customer_661,M,59,Toronto,ON,Canada,2023-05-03,Corporate,Low
662,Customer_662,M,41,New York,NY,USA,2023-03-25,Corporate,Medium
663,Customer_663,F,20,Manchester,England,UK,2023-11-23,Corporate,Low
664,Customer_664,F,29,Sydney,NSW,Australia,2022-01-12,Corporate,Low
665,Customer_665,F,47,Vancouver,BC,Canada,2023-05-04,Premium,High
666,Customer_666,F,56,Sydney,NSW,Australia,2023-04-15,Regular,Medium
667,Customer_667,F,49,Austin,TX,USA,2022-06-07,Regular,Low
668,Customer_668,F,25,Austin,TX,USA,2023-01-18,Corporate,High
669,Customer_669,F,22,Munich,Bavaria,Germany,2022-07-05,Regular,Medium
670,Customer_670,M,31,New York,NY,USA,2023-10-16,Premium,Medium
671,Customer_671,M,58,Munich,Bavaria,Germany,2022-07-09,Corporate,High
672,Customer_672,F,23,Toronto,ON,Canada,2022-07-21,Corporate,Low
673,Customer_673,M,25,Vancouver,BC,Canada,2022-01-23,Corporate,High
674,Customer_674,F,40,Dallas,TX,USA,2022-06-01,Regular,High
675,Customer_675,F,62,Sydney,NSW,Australia,2024-05-26,Premium,High
676,Customer_676,F,43,Dallas,TX,USA,2023-03-29,Regular,High
677,Customer_677,F,46,Manchester,England,UK,2023-12-15,Premium,Low
678,Customer_678,M,35,Toronto,ON,Canada,2023-08-07,Premium,Low
679,Customer_679,F,56,Sydney,NSW,Australia,2023-02-05,Regular,Medium
680,Customer_680,M,18,Austin,TX,USA,2022-02-06,Corporate,Low
681,Customer_681,M,60,Sydney,NSW,Australia,2024-06-05,Corporate,Medium
682,Customer_682,F,30,Manchester,England,UK,2022-04-25,Premium,Low
683,Customer_683,F,42,Los Angeles,CA,USA,2024-04-25,Corporate,Low
684,Customer_684,F,65,Manchester,England,UK,2023-11-25,Premium,Medium
685,Customer_685,F,24,Munich,Bavaria,Germany,2023-01-27,Regular,Medium
686,Customer_686,F,53,Manchester,England,UK,2024-01-28,Corporate,High
687,Customer_687,F,43,Sydney,NSW,Australia,2023-02-17,Regular,High
688,Customer_688,M,36,Munich,Bavaria,Germany,2022-05-29,Regular,Medium
689,Customer_689,M,47,Manchester,England,UK,2022-04-11,Premium,High
690,Customer_690,M,54,San Diego,CA,USA,2024-01-18,Corporate,High
691,Customer_691,M,31,Munich,Bavaria,Germany,2022-11-13,Regular,Medium
692,Customer_692,F,48,Austin,TX,USA,2022-11-24,Regular,Medium
693,Customer_693,F,61,Sydney,NSW,Australia,2023-10-17,Corporate,Low
694,Customer_694,M,25,London,England,UK,2024-05-02,Regular,Medium
695,Customer_695,M,43,Manchester,England,UK,2024-02-03,Regular,Medium
696,Customer_696,M,42,Sydney,NSW,Australia,2024-02-25,Corporate,Low
697,Customer_697,M,61,San Diego,CA,USA,2024-06-11,Premium,Low
698,Customer_698,F,44,Munich,Bavaria,Germany,2023-06-26,Regular,Low
699,Customer_699,M,33,New York,NY,USA,2023-11-23,Corporate,Medium
700,Customer_700,F,44,Austin,TX,USA,2022-04-28,Premium,Low
701,Customer_701,F,41,San Diego,CA,USA,2023-07-04,Regular,High
702,Customer_702,F,44,Munich,Bavaria,Germany,2022-02-20,Premium,High
703,Customer_703,M,62,Toronto,ON,Canada,2022-07-01,Regular,Low
704,Customer_704,F,35,Sydney,NSW,Australia,2023-08-25,Premium,Low
705,Customer_705,F,49,Munich,Bavaria,Germany,2024-05-31,Regular,High
706,Customer_706,F,59,Munich,Bavaria,Germany,2022-03-19,Premium,Medium
707,Customer_707,M,48,London,England,UK,2023-06-12,Premium,Low
708,Customer_708,M,64,Manchester,England,UK,2023-08-17,Premium,High
709,Customer_709,F,25,London,England,UK,2022-05-21,Premium,High
710,Customer_710,F,19,Munich,Bavaria,Germany,2022-07-17,Corporate,Medium
711,Customer_711,F,26,Munich,Bavaria,Germany,2023-09-28,Corporate,Low
712,Customer_712,F,49,London,England,UK,2023-02-06,Premium,High
713,Customer_713,F,58,Munich,Bavaria,Germany,2024-03-01,Premium,Low
714,Customer_714,M,27,Manchester,England,UK,2022-04-18,Premium,Low
715,Customer_715,F,26,Toronto,ON,Canada,2024-06-03,Corporate,Medium
716,Customer_716,M,25,Munich,Bavaria,Germany,2024-02-21,Regular,Low
717,Customer_717,M,22,Los Angeles,CA,USA,2023-11-03,Premium,Medium
718,Customer_718,M,26,San Diego,CA,USA,2023-04-17,Premium,Medium
719,Customer_719,F,34,Manchester,England,UK,2023-03-06,Premium,Low
720,Customer_720,M,48,Sydney,NSW,Australia,2023-05-15,Corporate,Medium
721,Customer_721,F,70,Munich,Bavaria,Germany,2023-07-16,Premium,High
722,Customer_722,F,58,Toronto,ON,Canada,2023-06-26,Premium,Medium
723,Customer_723,M,55,Sydney,NSW,Australia,2023-12-26,Corporate,Medium
724,Customer_724,F,24,Sydney,NSW,Australia,2023-07-04,Regular,High
725,Customer_725,M,54,Manchester,England,UK,2022-09-20,Regular,Low
726,Customer_726,M,68,Munich,Bavaria,Germany,2022-06-08,Corporate,Low
727,Customer_727,M,22,Munich,Bavaria,Germany,2023-02-09,Corporate,Medium
728,Customer_728,F,62,Munich,Bavaria,Germany,2022-04-01,Corporate,High
729,Customer_729,F,61,Dallas,TX,USA,2022-04-09,Regular,Low
730,Customer_730,M,65,Manchester,England,UK,2023-12-20,Regular,Low
731,Customer_731,F,24,Toronto,ON,Canada,2023-05-19,Regular,High
